Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2019-08-13T03:00:00',",285.069,"101,481.00",0,"3,691,154.19",286.315,0.001,2.54,0.964
"'2019-08-13T04:00:00',",284.819,"101,506.68",0,"4,915,239.19",286.052,0.001,2.684,1.039
"'2019-08-14T00:00:00',",283.959,"101,721.48","18,379,246","28,211,800",285.427,0.006,1.711,2.135
"'2019-08-14T01:00:00',",283.753,"101,721.91",0,"1,062,018.50",285.258,0,1.91,2.076
"'2019-08-14T03:00:00',",283.701,"101,700.14",0,"3,197,595.31",284.996,0,1.656,1.962
"'2019-08-14T22:00:00',",286.872,"101,105.56","18,591,908","26,483,658",289.436,0.003,-1.418,3.778
"'2019-08-14T23:00:00',",287.037,"101,014.83","18,591,908","27,849,683",289.44,0.004,-0.946,4.22
"'2019-08-15T01:00:00',",287.383,"100,857.04",0,"1,340,664.50",289.252,0,0.561,4.339
"'2019-08-17T16:00:00',",290.747,"100,628.12","6,044,438","22,611,338",292.519,0.004,2.504,3.144
"'2019-08-17T17:00:00',",290.876,"100,640.95","6,088,374","24,075,128",291.983,0.005,2.688,2.925
"'2019-08-17T18:00:00',",290.761,"100,651.38","6,134,116","25,520,831",291.741,0.006,2.806,2.709
"'2019-08-17T19:00:00',",290.106,"100,633.25","6,188,516","26,858,979",291.785,0.006,2.618,2.237
"'2019-08-17T20:00:00',",290.076,"100,680.49","6,188,516","28,229,515",291.547,0.006,2.192,2.015
"'2019-08-20T15:00:00',",285.047,"102,240.91","15,570,752","17,440,455",292.807,0,3.973,-0.025
"'2019-08-20T16:00:00',",283.788,"102,266.26","16,875,802","18,651,088",292.382,0.001,3.742,-0.113
"'2019-08-21T00:00:00',",284.196,"102,636.17","18,031,362","27,883,284",285.338,0.001,1.356,1.264
"'2019-08-21T01:00:00',",283.853,"102,622.16",0,"1,069,725.75",284.84,0,1.269,1.447
"'2019-08-21T02:00:00',",283.581,"102,635.31",0,"2,135,901.31",284.471,0,1.31,1.442
"'2019-08-21T03:00:00',",283.405,"102,652.45",0,"3,212,807.13",284.265,0,1.262,1.398
"'2019-08-21T04:00:00',",283.105,"102,669.44",0,"4,270,276.38",283.859,0,1.117,1.475
"'2019-08-21T05:00:00',",282.942,"102,701.24","17,193","5,325,675.94",283.608,0,0.848,1.623
"'2019-08-21T06:00:00',",284.178,"102,743.44","325,252","6,381,210",285.019,0,0.472,1.276
"'2019-08-21T07:00:00',",286.241,"102,835.48","1,140,454","7,461,633",288.21,0,0.399,1.452
"'2019-08-21T08:00:00',",286.582,"102,835.16","2,530,840","8,563,264",290.154,0,0.423,1.872
"'2019-08-21T09:00:00',",285.328,"102,832.41","4,383,028","9,715,632",291.646,0,0.776,2.247
"'2019-08-21T10:00:00',",284.236,"102,816.42","6,526,298","10,880,563",292.614,0,1.015,2.042
"'2019-08-21T11:00:00',",283.221,"102,780.59","8,560,546","12,078,609",293.134,0,1.102,1.711
"'2019-08-21T12:00:00',",282.546,"102,763.68","10,726,388","13,314,285",293.779,0,1.145,1.536
"'2019-08-21T13:00:00',",282.127,"102,712.89","12,887,678","14,607,149",294.325,0,1.046,1.322
"'2019-08-21T14:00:00',",281.986,"102,687.42","14,516,976","15,937,877",294.497,0,0.891,1.1
"'2019-08-21T15:00:00',",281.969,"102,669.91","15,935,222","17,270,038",294.739,0,0.663,0.737
"'2019-08-21T16:00:00',",281.729,"102,635.48","16,866,330","18,619,202",294.676,0,0.265,0.215
"'2019-08-21T17:00:00',",283.215,"102,627.97","17,516,838","19,939,581",294.531,0,-0.412,-0.235
"'2019-08-21T18:00:00',",284.441,"102,612.88","17,904,014","21,175,330",293.411,0,-1.353,-0.564
"'2019-08-21T19:00:00',",284.166,"102,626.90","17,974,558","22,333,934",291.423,0,-2.277,0.292
"'2019-08-21T20:00:00',",283.599,"102,634.56","17,974,558","23,474,011",290.27,0,-2.385,0.82
"'2019-08-21T21:00:00',",283.211,"102,639.82","17,974,558","24,602,590",289.509,0,-2.274,1.18
"'2019-08-21T22:00:00',",282.956,"102,627.25","17,974,558","25,721,089",288.898,0,-2.114,1.422
"'2019-08-21T23:00:00',",282.737,"102,601.09","17,974,558","26,831,589",288.386,0,-2.072,1.656
"'2019-08-22T00:00:00',",282.533,"102,559.80","17,974,558","27,934,964",287.988,0,-1.968,1.77
"'2019-08-22T01:00:00',",282.482,"102,505.38",0,"1,096,386.19",287.541,0,-1.698,1.799
"'2019-08-22T02:00:00',",282.611,"102,523.55",0,"2,188,205.19",287.046,0,-1.389,1.842
"'2019-08-22T03:00:00',",282.782,"102,491.63",0,"3,276,700.50",286.462,0,-1.159,1.879
"'2019-08-22T04:00:00',",282.928,"102,471.38",0,"4,362,011.56",285.911,0,-0.919,1.969
"'2019-08-22T05:00:00',",283.074,"102,456.43","14,719","5,443,633.50",285.508,0,-0.583,2.097
"'2019-08-22T06:00:00',",283.955,"102,468.68","315,844","6,526,053",286.553,0,0.014,1.808
"'2019-08-22T07:00:00',",285.408,"102,507.38","1,061,036","7,651,594",289.015,0,0.342,1.694
"'2019-08-22T18:00:00',",286.348,"102,457.81","21,293,028","20,961,762",293.729,0,1.873,-0.965
"'2019-08-26T09:00:00',",291.333,"101,875.62","4,044,228","11,339,309",299.36,0,-1.856,-1.165
"'2019-08-27T00:00:00',",290.408,"101,586.88","19,765,032","32,401,211",294.851,0,-1.379,-1.455
"'2019-08-27T01:00:00',",290.459,"101,562.97",0,"1,320,200.63",294.031,0,-1.55,-0.902
"'2019-08-27T02:00:00',",290.614,"101,561.65",0,"2,656,566.25",293.35,0,-1.58,-0.439
"'2019-08-27T03:00:00',",290.548,"101,560.05",0,"3,962,495.63",292.636,0,-1.698,-0.178
"'2019-08-27T04:00:00',",290.445,"101,518.48",0,"5,258,668.19",292.115,0,-1.782,0.073
"'2019-08-27T05:00:00',",290.407,"101,512.25","5,032","6,559,432.38",291.892,0,-1.759,0.429
"'2019-08-27T06:00:00',",291.288,"101,522.84","229,852","7,848,380",292.695,0,-1.205,0.61
"'2019-08-27T07:00:00',",291.924,"101,547.89","930,740","9,142,609",295.253,0,-1.553,0.185
"'2019-08-27T08:00:00',",292.458,"101,557.27","2,175,268","10,453,303",297,0,-1.258,0.693
"'2019-08-27T09:00:00',",292.84,"101,570.62","3,913,416","11,799,541",299.05,0,-0.939,0.841
"'2019-08-27T10:00:00',",292.926,"101,571.88","6,063,436","13,171,418",300.984,0,-0.913,0.717
"'2019-08-27T11:00:00',",292.579,"101,512.15","8,458,716","14,576,159",302.504,0,-1.045,0.51
"'2019-08-27T12:00:00',",291.902,"101,448.29","10,996,042","16,001,994",303.616,0,-1.081,0.474
"'2019-08-27T13:00:00',",291.212,"101,429.19","13,380,928","17,442,905",304.216,0,-0.921,0.66
"'2019-08-27T14:00:00',",290.615,"101,368.36","15,496,434","18,898,912",304.114,0,-0.776,0.777
"'2019-08-27T15:00:00',",290.188,"101,344.38","17,208,748","20,358,778",304.197,0,-0.266,0.457
"'2019-08-27T16:00:00',",290.508,"101,318.60","18,318,424","21,818,838",303.478,0,0.377,-0.56
"'2019-08-27T17:00:00',",291.284,"101,318.08","18,878,976","23,284,323",301.653,0,-0.057,-0.76
"'2019-08-27T18:00:00',",291.018,"101,361.18","19,093,990","24,732,719",300.064,0,-1.264,1.54
"'2019-08-27T19:00:00',",290.097,"101,305.17","19,121,380","26,154,474",299.112,0.001,-2.073,0.418
"'2019-08-27T20:00:00',",289.706,"101,310.06","19,121,380","27,550,958",298.017,0.001,-1.922,1.037
"'2019-08-27T21:00:00',",289.359,"101,290.99","19,121,380","28,895,248",296.991,0.001,-1.784,1.44
"'2019-08-27T22:00:00',",289.108,"101,275.12","19,121,380","30,239,363",296.244,0.001,-1.562,1.745
"'2019-08-27T23:00:00',",289.021,"101,254.07","19,121,380","31,576,738",295.631,0.001,-1.116,2.132
"'2019-08-28T00:00:00',",288.919,"101,243.18","19,121,380","32,883,462",295.057,0.001,-0.37,2.486
"'2019-08-28T05:00:00',",288.844,"101,194.37","3,638","6,579,000.13",293.49,0,0.36,2.392
"'2019-08-28T06:00:00',",289.246,"101,225.22","214,626","7,854,487",293.699,0,1.242,2.063
"'2019-08-28T07:00:00',",290.67,"101,263.66","905,134","9,140,365",295.207,0,1.943,1.449
"'2019-08-29T02:00:00',",291.177,"101,567.38",0,"2,728,210.63",291.736,0.002,0.794,2.078
"'2019-08-29T03:00:00',",290.805,"101,593.22",0,"4,093,095.31",291.69,0.003,1.364,2.197
"'2019-08-31T00:00:00',",285.569,"101,863.47","19,432,214","27,948,513",288.017,0,-1.673,1.476
"'2019-08-31T01:00:00',",285.3,"101,789.72",0,"1,136,223.13",287.709,0,-1.497,1.567
"'2019-08-31T02:00:00',",285.097,"101,737.18",0,"2,268,528.19",287.364,0,-1.413,1.57
"'2019-08-31T03:00:00',",284.95,"101,676.62",0,"3,398,966.88",287.088,0,-1.454,1.56
"'2019-08-31T04:00:00',",284.851,"101,600.39",0,"4,527,215.13",286.835,0,-1.488,1.515
"'2019-08-31T05:00:00',",284.78,"101,550.82","1,390","5,651,762.06",286.584,0,-1.462,1.475
"'2019-08-31T06:00:00',",285.61,"101,517.83","202,014","6,775,529",287.263,0,-1.152,1.198
"'2019-08-31T07:00:00',",287.576,"101,501.68","884,814","7,911,519",290.353,0,-0.649,1.2
"'2019-08-31T08:00:00',",288.155,"101,461.47","2,122,204","9,060,437",292.657,0,-0.623,1.477
"'2019-08-31T09:00:00',",288.451,"101,397.03","3,878,430","10,231,185",294.924,0,-0.527,1.806
"'2019-08-31T10:00:00',",288.396,"101,355.67","6,051,204","11,430,359",297.013,0,-0.284,2.248
"'2019-08-31T11:00:00',",287.761,"101,256.22","8,497,642","12,662,550",298.75,0,-0.048,2.598
"'2019-08-31T12:00:00',",287.574,"101,175.90","11,056,562","13,926,878",300.13,0,0.185,2.687
"'2019-08-31T13:00:00',",288.233,"101,066.91","13,466,754","15,237,461",301.054,0,-0.011,2.702
"'2019-08-31T14:00:00',",288.95,"100,966.88","15,409,340","16,588,177",301.498,0,-0.421,2.793
"'2019-08-31T15:00:00',",289.524,"100,868.06","16,847,294","18,002,506",301.684,0,-0.603,2.887
"'2019-08-31T16:00:00',",290.467,"100,770.26","17,766,430","19,450,662",301.25,0,-0.37,2.233
"'2019-08-31T17:00:00',",290.999,"100,747.30","18,225,876","20,913,388",299.556,0,1.099,1.48
"'2019-08-31T18:00:00',",291.748,"100,775.31","18,342,620","22,367,420",296.595,0.002,3.09,0.212
"'2019-08-31T19:00:00',",289.692,"100,742.16","18,350,070","23,821,445",296.524,0.002,2.708,-1.125
"'2019-08-31T20:00:00',",289.324,"100,862.13","18,350,070","25,278,498",294.901,0.002,4.65,-1.162
"'2019-08-31T21:00:00',",289.075,"100,925.00","18,350,070","26,684,932",293.204,0.002,4.461,-0.916
"'2019-08-31T22:00:00',",288.761,"100,930.89","18,350,070","28,025,968",292.359,0.002,3.793,0.066
"'2019-08-31T23:00:00',",288.44,"100,960.38","18,350,070","29,305,485",291.749,0.002,3.595,0.549
"'2019-09-01T00:00:00',",288.318,"100,980.77","18,350,070","30,556,085",291.24,0.002,3.393,0.489
"'2019-09-04T13:00:00',",286.379,"101,284.64","5,674,868","16,924,633",291.811,0.001,3.251,2.81
"'2019-09-04T14:00:00',",287.382,"101,207.58","6,433,582","18,291,649",291.255,0.002,2.99,3.21
"'2019-09-04T15:00:00',",288.252,"101,206.27","7,095,320","19,654,999",290.659,0.003,2.999,3.562
"'2019-09-04T16:00:00',",288.059,"101,153.52","7,236,678","21,056,040",289.884,0.004,4.002,3.261
"'2019-09-11T06:00:00',",283.667,"101,959.84","57,280","7,249,736",286.874,0,1.245,2.48
"'2019-09-11T15:00:00',",287.259,"101,959.86","4,154,200","19,121,310",289.433,0.005,3.517,3.795
"'2019-09-11T16:00:00',",287.37,"101,933.83","4,308,764","20,516,039",289.728,0.005,3.702,3.474
"'2019-09-11T17:00:00',",287.653,"101,983.56","4,392,446","21,915,064",290.092,0.005,3.83,3.211
"'2019-09-12T04:00:00',",287.966,"102,352.10",0,"5,252,637.75",288.712,0,2.076,1.402
"'2019-09-13T08:00:00',",288.456,"103,063.90","559,586","11,285,044",291.097,0.001,1.037,-2.306
"'2019-09-13T09:00:00',",288.016,"103,133.99","1,288,858","12,618,524",291.481,0.001,0.805,-2.37
"'2019-09-23T09:00:00',",287.514,"101,336.14","903,148","12,022,295",289.202,0.006,2.267,2.718
"'2019-09-23T10:00:00',",287.146,"101,317.39","1,773,550","13,327,294",289.873,0.006,2.843,2.434
"'2019-09-23T11:00:00',",286.751,"101,310.90","2,671,384","14,646,236",290.483,0.006,2.523,2.435
"'2019-09-23T12:00:00',",286.284,"101,344.23","3,816,142","15,942,316",291.256,0.006,2.514,2.492
"'2019-09-23T13:00:00',",285.84,"101,370.48","4,944,566.89","17,272,920",291.878,0.007,2.801,2.236
"'2019-09-23T14:00:00',",285.866,"101,356.43","6,319,673.63","18,511,672",292.441,0.007,3.085,1.609
"'2019-09-23T15:00:00',",285.526,"101,379.32","7,377,997.92","19,731,415",292.495,0.007,2.894,0.961
"'2019-09-23T16:00:00',",285.015,"101,387.52","8,062,378.64","20,990,709",292.242,0.007,2.262,0.554
"'2019-09-23T17:00:00',",285.063,"101,423.52","8,351,361.56","22,212,528",291.41,0.007,1.39,0.461
"'2019-09-23T18:00:00',",286.124,"101,413.76","8,374,454","23,415,976",289.906,0.007,0.711,0.881
"'2019-09-23T19:00:00',",285.416,"101,490.68","8,374,454.50","24,652,589",288.972,0.007,0.094,1.963
"'2019-09-23T20:00:00',",285.23,"101,484.13","8,374,453.80","25,851,672",288.404,0.007,-0.125,2.172
"'2019-09-23T21:00:00',",285.062,"101,478.78","8,374,454.86","27,067,551",288.212,0.007,-0.5,2.267
"'2019-09-23T22:00:00',",284.907,"101,445.15","8,374,454.88","28,301,014",288.18,0.007,-0.768,2.426
"'2019-09-23T23:00:00',",284.682,"101,404.21","8,374,456.36","29,474,406",287.83,0.007,-0.908,2.68
"'2019-09-24T00:00:00',",284.504,"101,361.31","8,374,455","30,711,004",287.937,0.007,-0.664,2.726
"'2019-09-24T01:00:00',",284.266,"101,313.74",0,"1,201,459.25",287.685,0,-0.66,2.759
"'2019-09-24T02:00:00',",283.986,"101,253.63",0,"2,422,713.31",287.618,0,-1.02,2.758
"'2019-09-24T03:00:00',",283.697,"101,182.97",0,"3,659,965.88",287.613,0,-1.358,2.874
"'2019-09-24T04:00:00',",283.424,"101,122.75",0,"4,934,842.88",287.78,0,-1.294,3.149
"'2019-09-24T05:00:00',",283.23,"101,094.49",0,"6,263,740.19",288.106,0,-1.258,3.295
"'2019-09-24T06:00:00',",283.13,"101,061.35","10,954","7,596,830",288.312,0,-1.225,3.596
"'2019-09-24T07:00:00',",284.451,"101,003.89","85,234","8,925,648",288.371,0,-1.646,3.497
"'2019-09-24T08:00:00',",284.835,"100,936.82","343,832","10,206,407",288.856,0,-1.902,3.333
"'2019-09-24T09:00:00',",285.334,"100,873.77","1,007,096","11,458,800",289.932,0,-2.113,3.544
"'2019-09-24T10:00:00',",285.723,"100,829.03","2,039,522","12,722,890",291.23,0,-1.49,4.323
"'2019-09-24T11:00:00',",286.142,"100,725.21","3,232,254","13,999,783",292.101,0,-1.484,4.61
"'2019-09-24T12:00:00',",286.357,"100,660.31","4,222,374","15,347,453",292.811,0,-1.656,4.628
"'2019-09-24T13:00:00',",286.711,"100,618.69","5,029,657.79","16,717,648",292.636,0.001,-1.29,5.126
"'2019-09-24T17:00:00',",287.073,"100,370.67","5,936,823.38","22,187,621",289.23,0.004,-2.053,5.38
"'2019-09-24T18:00:00',",286.483,"100,349","5,940,676.69","23,563,451",288.895,0.005,-1.622,5.427
"'2019-09-24T19:00:00',",286.657,"100,489.98","5,940,677.06","24,924,923",288.321,0.006,-1.037,3.805
"'2019-09-24T20:00:00',",286.375,"100,459.72","5,940,675.31","26,287,969",288.017,0.007,-0.961,3.619
"'2019-09-24T21:00:00',",286.102,"100,417.59","5,940,677.06","27,650,958",287.675,0.007,-0.839,3.455
"'2019-09-26T11:00:00',",288.579,"100,628.89","1,355,616","14,832,738",289.767,0.004,1.45,4.788
"'2019-09-26T12:00:00',",288.743,"100,584.42","1,638,472","16,229,893",290.02,0.004,1.41,4.877
"'2019-09-26T13:00:00',",288.959,"100,549.23","2,013,560","17,620,908",290.447,0.005,1.674,5.323
"'2019-09-26T20:00:00',",289.043,"100,610.24","2,898,029.50","27,521,940",290.412,0.01,3.869,4.685
"'2019-09-29T09:00:00',",284.833,"100,019.81","272,150","11,846,079",287.384,0.01,3.019,6.12
"'2019-09-29T10:00:00',",285.278,"99,940.91","549,614","13,186,555",287.908,0.01,3.399,6.262
"'2019-09-29T11:00:00',",286.106,"99,828.48","965,682","14,546,009",288.574,0.011,3.426,6.208
"'2019-09-29T15:00:00',",287.674,"99,433.97","2,598,063.50","20,017,386",290.046,0.016,4.821,5.697
"'2019-09-29T16:00:00',",287.77,"99,371.17","2,702,792.56","21,399,936",290.391,0.016,5.236,5.103
"'2019-09-29T17:00:00',",287.75,"99,364.12","2,761,960.56","22,769,045",289.938,0.016,5.356,4.274
"'2019-09-29T19:00:00',",287.773,"99,288.61","2,765,080","25,506,743",289.45,0.017,5.336,3.497
"'2019-09-29T20:00:00',",287.36,"99,312.10","2,765,079.56","26,878,557",289.064,0.018,5.422,3.303
"'2019-09-29T21:00:00',",287.192,"99,339.50","2,765,079.06","28,238,063",288.894,0.018,5.166,3.048
"'2019-09-29T22:00:00',",287.428,"99,387.81","2,765,078.63","29,634,014",288.848,0.018,5.287,2.29
"'2019-09-29T23:00:00',",287.615,"99,458.55","2,765,079.75","31,029,428",288.702,0.02,5.683,0.852
"'2019-09-30T00:00:00',",286.914,"99,670.14","2,765,078.63","32,419,938",288.258,0.02,7.755,-2.894
"'2019-09-30T01:00:00',",285.01,"99,895.03",0,"1,365,321.31",287.491,0,7.104,-2.356
"'2019-09-30T02:00:00',",284.32,"100,067.80",0,"2,644,350.06",286.977,0,6.867,-1.497
"'2019-09-30T03:00:00',",284.181,"100,198.48",0,"3,925,760.81",286.79,0,6.539,-1.472
"'2019-09-30T04:00:00',",283.972,"100,351.35",0,"5,208,422.31",286.711,0,5.991,-1.446
"'2019-09-30T05:00:00',",284.046,"100,472.68",0,"6,471,758.81",286.477,0,5.307,-1.096
"'2019-09-30T06:00:00',",283.971,"100,609.82","6,464","7,630,644",286.068,0,4.814,-0.512
"'2019-09-30T07:00:00',",284.096,"100,735.04","176,058","8,846,529",286.343,0,4.973,0.236
"'2019-09-30T08:00:00',",284.63,"100,839.57","654,452","10,063,828",286.85,0.001,4.872,0.556
"'2019-09-30T09:00:00',",285.322,"100,940.32","1,487,816","11,325,956",287.601,0.001,5.152,0.395
"'2019-09-30T10:00:00',",285.818,"101,011.13","2,665,264","12,509,284",288.255,0.001,5.02,0.47
"'2019-09-30T11:00:00',",286.04,"101,048.81","4,010,310","13,751,626",288.856,0.001,4.954,0.58
"'2019-09-30T12:00:00',",285.835,"101,092.89","5,305,386","14,990,423",289.088,0.001,4.792,0.607
"'2019-09-30T13:00:00',",285.643,"101,086.70","6,587,076","16,240,950",289.453,0.001,4.455,0.753
"'2019-09-30T14:00:00',",285.229,"101,066.41","7,817,764.50","17,441,058",289.63,0.001,4.384,0.71
"'2019-09-30T15:00:00',",284.495,"101,050.75","8,816,822.27","18,646,554",289.599,0.001,4.292,0.734
"'2019-09-30T16:00:00',",283.987,"101,032.78","9,420,474.19","19,774,686",289.124,0.001,3.276,0.772
"'2019-09-30T17:00:00',",283.712,"101,017.14","9,641,579.69","20,924,868",288.384,0.001,2.214,0.815
"'2019-09-30T18:00:00',",283.708,"100,987.40","9,645,971.88","22,072,885",287.491,0.001,1.356,1.214
"'2019-09-30T19:00:00',",283.857,"100,990.35","9,645,970.88","23,333,853",287.307,0.001,0.671,1.9
"'2019-09-30T20:00:00',",283.893,"100,917.43","9,645,972.50","24,619,120",287.24,0.001,0.51,2.427
"'2019-09-30T21:00:00',",284.17,"100,863.73","9,645,971.94","25,918,308",287.252,0.001,0.588,2.796
"'2019-09-30T22:00:00',",284.667,"100,755.26","9,645,971.94","27,239,519",287.349,0.002,0.626,3.15
"'2019-09-30T23:00:00',",285.091,"100,634.52","9,645,970.94","28,558,427",287.481,0.002,0.549,3.898
"'2019-10-01T00:00:00',",285.374,"100,479.60","9,645,970.94","29,888,697",287.322,0.002,0.883,4.8
"'2019-10-01T01:00:00',",285.147,"100,307.58",0,"1,344,177.19",287.256,0,1.418,5.511
"'2019-10-01T02:00:00',",285.277,"100,171.74",0,"2,697,763.06",287.389,0.001,2.542,5.622
"'2019-10-01T03:00:00',",285.848,"100,065.78",0,"4,055,638",287.589,0.002,3.536,5.45
"'2019-10-01T04:00:00',",286.477,"99,970.39",0,"5,426,110.94",288.012,0.004,4.047,4.991
"'2019-10-01T05:00:00',",287.004,"99,931.79",0,"6,803,771.69",288.337,0.006,4.264,4.501
"'2019-10-01T21:00:00',",287.027,"99,889.48","4,891,801.06","28,129,370",287.386,0.018,0.143,-1.015
"'2019-10-01T22:00:00',",286.557,"99,954.27","4,891,801.06","29,492,331",286.782,0.021,-0.295,-2.515
"'2019-10-03T20:00:00',",282.204,"101,484.23","7,916,335.94","23,162,903",283.532,0.001,0.788,1.755
"'2019-10-04T08:00:00',",280.772,"100,267.24","193,232","9,532,547",282.508,0.008,-2.749,4.071
"'2019-10-04T09:00:00',",281.577,"100,209.05","318,222","10,808,794",282.933,0.008,-2.168,3.697
"'2019-10-04T10:00:00',",282.588,"100,145.94","441,908","12,101,589",283.651,0.009,-0.539,3.231
"'2019-10-04T11:00:00',",284.441,"100,099.48","794,732","13,405,288",285.273,0.009,1.441,2.414
"'2019-10-04T18:00:00',",284.484,"100,245.42","2,861,689.94","22,390,379",285.565,0.011,3.986,-0.09
"'2019-10-06T11:00:00',",280.882,"101,131.40","622,712","13,350,716",282.538,0.004,-4.942,2.702
"'2019-10-06T12:00:00',",281.004,"101,036.52","850,000","14,620,742",282.582,0.004,-5.255,2.559
"'2019-10-06T13:00:00',",281.105,"100,974.11","1,136,226","15,885,725",282.627,0.005,-5.656,2.227
"'2019-10-06T14:00:00',",280.914,"100,888.13","1,313,528","17,156,895",282.455,0.007,-6.09,1.791
"'2019-10-06T15:00:00',",280.734,"100,854.02","1,422,952","18,432,067",282.32,0.01,-6.22,1.629
"'2019-10-06T16:00:00',",280.567,"100,879.34","1,484,724","19,704,367",282.187,0.012,-6.25,1.326
"'2019-10-06T17:00:00',",280.424,"100,913.49","1,494,720.00","20,973,709",282.064,0.013,-5.958,0.898
"'2019-10-06T18:00:00',",280.431,"100,978.40","1,494,718.94","22,253,551",282.074,0.014,-5.685,0.465
"'2019-10-06T19:00:00',",280.44,"100,968.79","1,494,720.19","23,532,296",282.047,0.014,-5.883,0.434
"'2019-10-06T20:00:00',",280.199,"101,060.29","1,494,720.19","24,802,432",282.124,0.014,-5.622,-0.025
"'2019-10-06T21:00:00',",279.924,"101,170.93","1,494,720.19","26,071,062",282.213,0.014,-5.198,-0.557
"'2019-10-06T22:00:00',",279.645,"101,305.75","1,494,720.19","27,335,911",282.263,0.014,-5.03,-0.961
"'2019-10-06T23:00:00',",279.408,"101,364.38","1,494,720.19","28,598,010",282.255,0.014,-5.087,-1.093
"'2019-10-08T00:00:00',",283.159,"100,968.77","6,669,084.88","29,314,365",285.777,0.001,2.112,4.634
"'2019-10-08T01:00:00',",283.242,"100,910.79",0,"1,318,788.69",285.858,0,2.703,4.514
